tm,stnNm,sumRn
2020-03-27,颇林,0.1
2020-03-28,颇林,
2020-03-29,颇林,
2020-03-30,颇林,
2020-03-31,颇林,
2020-04-01,颇林,
2020-04-02,颇林,
2020-04-03,颇林,
2020-04-04,颇林,
2020-04-05,颇林,
2020-04-06,颇林,
2020-04-07,颇林,
2020-04-08,颇林,
2020-04-09,颇林,
2020-04-10,颇林,
2020-04-11,颇林,
2020-04-12,颇林,0.1
2020-04-13,颇林,
2020-04-14,颇林,
2020-04-15,颇林,
2020-04-16,颇林,
2020-04-17,颇林,10.7
2020-04-18,颇林,
2020-04-19,颇林,6.0
2020-04-20,颇林,0.7
2020-04-21,颇林,
2020-04-22,颇林,
2020-04-23,颇林,
2020-04-24,颇林,
2020-04-25,颇林,
2020-04-26,颇林,
2020-04-27,颇林,
2020-04-28,颇林,
2020-04-29,颇林,
2020-04-30,颇林,
2020-05-01,颇林,0.2
2020-05-02,颇林,0.3
2020-05-03,颇林,
2020-05-04,颇林,
2020-05-05,颇林,
2020-05-06,颇林,
2020-05-07,颇林,
2020-05-08,颇林,4.7
2020-05-09,颇林,39.0
2020-05-10,颇林,0.8
2020-05-11,颇林,3.3
2020-05-12,颇林,0.9
2020-05-13,颇林,
2020-05-14,颇林,
2020-05-15,颇林,8.8
2020-05-16,颇林,1.9
2020-05-17,颇林,0.1
2020-05-18,颇林,36.8
2020-05-19,颇林,14.0
2020-05-20,颇林,0.0
2020-05-21,颇林,0.1
2020-05-22,颇林,0.0
2020-05-23,颇林,0.6
2020-05-24,颇林,17.3
2020-05-25,颇林,
2020-05-26,颇林,2.8
2020-05-27,颇林,
2020-05-28,颇林,
2020-05-29,颇林,
2020-05-30,颇林,
2020-05-31,颇林,0.2
2020-06-01,颇林,0.0
2020-06-02,颇林,4.9
2020-06-03,颇林,
2020-06-04,颇林,
2020-06-05,颇林,
2020-06-06,颇林,
2020-06-07,颇林,
2020-06-08,颇林,
2020-06-09,颇林,
2020-06-10,颇林,1.9
2020-06-11,颇林,
2020-06-12,颇林,
2020-06-13,颇林,
2020-06-14,颇林,
2020-06-15,颇林,
2020-06-16,颇林,
2020-06-17,颇林,
2020-06-18,颇林,
2020-06-19,颇林,1.0
2020-06-20,颇林,
2020-06-21,颇林,
2020-06-22,颇林,
2020-06-23,颇林,0.0
2020-06-24,颇林,71.2
2020-06-25,颇林,10.8
2020-06-26,颇林,1.9
2020-06-27,颇林,
2020-06-28,颇林,
2020-06-29,颇林,6.0
2020-06-30,颇林,33.7
2020-07-01,颇林,0.2
2020-07-02,颇林,
2020-07-03,颇林,0.1
2020-07-04,颇林,0.8
2020-07-05,颇林,
2020-07-06,颇林,
2020-07-07,颇林,
2020-07-08,颇林,
2020-07-09,颇林,
2020-07-10,颇林,35.3
2020-07-11,颇林,
2020-07-12,颇林,1.6
2020-07-13,颇林,23.6
2020-07-14,颇林,12.4
2020-07-15,颇林,
2020-07-16,颇林,0.1
2020-07-17,颇林,
2020-07-18,颇林,0.0
2020-07-19,颇林,17.4
2020-07-20,颇林,6.3
2020-07-21,颇林,
2020-07-22,颇林,0.0
2020-07-23,颇林,94.7
2020-07-24,颇林,5.4
2020-07-25,颇林,0.0
2020-07-26,颇林,0.0
2020-07-27,颇林,6.3
2020-07-28,颇林,
2020-07-29,颇林,25.9
2020-07-30,颇林,0.0
2020-07-31,颇林,1.1
2020-08-01,颇林,113.8
2020-08-02,颇林,66.2
2020-08-03,颇林,37.4
2020-08-04,颇林,29.9
2020-08-05,颇林,44.4
2020-08-06,颇林,53.2
2020-08-07,颇林,0.0
2020-08-08,颇林,21.0
2020-08-09,颇林,143.0
2020-08-10,颇林,24.6
2020-08-11,颇林,48.2
2020-08-12,颇林,
2020-08-13,颇林,0.1
2020-08-14,颇林,5.2
2020-08-15,颇林,0.9
2020-08-16,颇林,
2020-08-17,颇林,
2020-08-18,颇林,
2020-08-19,颇林,
2020-08-20,颇林,
2020-08-21,颇林,39.7
2020-08-22,颇林,17.0
2020-08-23,颇林,0.1
2020-08-24,颇林,
2020-08-25,颇林,
2020-08-26,颇林,0.5
2020-08-27,颇林,12.7
2020-08-28,颇林,13.3
2020-08-29,颇林,0.0
2020-08-30,颇林,11.4
2020-08-31,颇林,
2020-09-01,颇林,0.0
2020-09-02,颇林,48.1
2020-09-03,颇林,29.0
2020-09-04,颇林,0.4
2020-09-05,颇林,
2020-09-06,颇林,1.4
2020-09-07,颇林,45.4
2020-09-08,颇林,0.0
2020-09-09,颇林,59.2
2020-09-10,颇林,6.2
2020-09-11,颇林,0.3
2020-09-12,颇林,3.8
2020-09-13,颇林,
2020-09-14,颇林,
2020-09-15,颇林,
2020-09-16,颇林,0.7
2020-09-17,颇林,
2020-09-18,颇林,1.2
2020-09-19,颇林,
2020-09-20,颇林,
2020-09-21,颇林,
2020-09-22,颇林,
2020-09-23,颇林,
2020-09-24,颇林,
2020-09-25,颇林,
2020-09-26,颇林,
2020-09-27,颇林,
2020-09-28,颇林,
2020-09-29,颇林,
2020-09-30,颇林,
2020-10-01,颇林,
2020-10-02,颇林,3.5
2020-10-03,颇林,
2020-10-04,颇林,0.0
2020-10-05,颇林,
2020-10-06,颇林,
2020-10-07,颇林,
2020-10-08,颇林,
2020-10-09,颇林,
2020-10-10,颇林,
2020-10-11,颇林,
2020-10-12,颇林,
2020-10-13,颇林,
2020-10-14,颇林,
2020-10-15,颇林,
2020-10-16,颇林,0.0
2020-10-17,颇林,
2020-10-18,颇林,
2020-10-19,颇林,
2020-10-20,颇林,
2020-10-21,颇林,
2020-10-22,颇林,
2020-10-23,颇林,
2020-10-24,颇林,
2020-10-25,颇林,
2020-10-26,颇林,
2020-10-27,颇林,
2020-10-28,颇林,
2020-10-29,颇林,
2020-10-30,颇林,
2020-10-31,颇林,
2020-11-01,颇林,4.2
2020-11-02,颇林,0.2
2020-11-03,颇林,
2020-11-04,颇林,
2020-11-05,颇林,
2020-11-06,颇林,
2020-11-07,颇林,
2020-11-08,颇林,
2020-11-09,颇林,
2020-11-10,颇林,
2020-11-11,颇林,
2020-11-12,颇林,
2020-11-13,颇林,
2020-11-14,颇林,
2020-11-15,颇林,
2020-11-16,颇林,
2020-11-17,颇林,0.4
2020-11-18,颇林,16.5
2020-11-19,颇林,40.0
2020-11-20,颇林,
2020-11-21,颇林,0.7
2020-11-22,颇林,2.2
2020-11-23,颇林,
2020-11-24,颇林,
2020-11-25,颇林,
2020-11-26,颇林,
2020-11-27,颇林,
2020-11-28,颇林,
2020-11-29,颇林,
2020-11-30,颇林,
2020-12-01,颇林,
2020-12-02,颇林,
2020-12-03,颇林,
2020-12-04,颇林,
2020-12-05,颇林,
2020-12-06,颇林,
2020-12-07,颇林,
2020-12-08,颇林,
2020-12-09,颇林,
2020-12-10,颇林,0.1
2020-12-11,颇林,
2020-12-12,颇林,
2020-12-13,颇林,4.8
2020-12-14,颇林,
2020-12-15,颇林,
2020-12-16,颇林,
2020-12-17,颇林,
2020-12-18,颇林,0.1
2020-12-19,颇林,
2020-12-20,颇林,
2020-12-21,颇林,
2020-12-22,颇林,
2020-12-23,颇林,
2020-12-24,颇林,
2020-12-25,颇林,
2020-12-26,颇林,
2020-12-27,颇林,0.6
2020-12-28,颇林,0.0
2020-12-29,颇林,0.1
2020-12-30,颇林,
2020-12-31,颇林,
