tm,stnNm,sumRn
2020-05-02,동두천,
2020-05-03,동두천,0.0
2020-05-04,동두천,
2020-05-05,동두천,
2020-05-06,동두천,
2020-05-07,동두천,
2020-05-08,동두천,6.8
2020-05-09,동두천,38.8
2020-05-10,동두천,0.8
2020-05-11,동두천,1.8
2020-05-12,동두천,3.6
2020-05-13,동두천,
2020-05-14,동두천,
2020-05-15,동두천,8.5
2020-05-16,동두천,1.2
2020-05-17,동두천,0.0
2020-05-18,동두천,37.0
2020-05-19,동두천,8.3
2020-05-20,동두천,
2020-05-21,동두천,
2020-05-22,동두천,0.0
2020-05-23,동두천,
2020-05-24,동두천,23.0
2020-05-25,동두천,
2020-05-26,동두천,4.3
2020-05-27,동두천,
2020-05-28,동두천,0.0
2020-05-29,동두천,
2020-05-30,동두천,
2020-05-31,동두천,0.2
2020-06-01,동두천,0.5
2020-06-02,동두천,3.1
2020-06-03,동두천,
2020-06-04,동두천,
2020-06-05,동두천,
2020-06-06,동두천,
2020-06-07,동두천,
2020-06-08,동두천,
2020-06-09,동두천,
2020-06-10,동두천,2.0
2020-06-11,동두천,
2020-06-12,동두천,
2020-06-13,동두천,0.0
2020-06-14,동두천,0.6
2020-06-15,동두천,
2020-06-16,동두천,
2020-06-17,동두천,
2020-06-18,동두천,
2020-06-19,동두천,
2020-06-20,동두천,
2020-06-21,동두천,
2020-06-22,동두천,
2020-06-23,동두천,0.0
2020-06-24,동두천,48.4
2020-06-25,동두천,10.6
2020-06-26,동두천,1.6
2020-06-27,동두천,
2020-06-28,동두천,
2020-06-29,동두천,4.7
2020-06-30,동두천,57.1
2020-07-01,동두천,0.5
2020-07-02,동두천,
2020-07-03,동두천,0.0
2020-07-04,동두천,0.2
2020-07-05,동두천,
2020-07-06,동두천,
2020-07-07,동두천,
2020-07-08,동두천,
2020-07-09,동두천,
2020-07-10,동두천,40.0
2020-07-11,동두천,0.1
2020-07-12,동두천,0.8
2020-07-13,동두천,15.5
2020-07-14,동두천,10.0
2020-07-15,동두천,
2020-07-16,동두천,
2020-07-17,동두천,
2020-07-18,동두천,8.0
2020-07-19,동두천,20.4
2020-07-20,동두천,2.7
2020-07-21,동두천,0.2
2020-07-22,동두천,1.8
2020-07-23,동두천,95.2
2020-07-24,동두천,7.8
2020-07-25,동두천,
2020-07-26,동두천,1.1
2020-07-27,동두천,2.5
2020-07-28,동두천,0.0
2020-07-29,동두천,36.2
2020-07-30,동두천,0.3
2020-07-31,동두천,4.7
2020-08-01,동두천,73.4
2020-08-02,동두천,78.0
2020-08-03,동두천,82.7
2020-08-04,동두천,58.0
2020-08-05,동두천,59.1
2020-08-06,동두천,83.4
2020-08-07,동두천,0.0
2020-08-08,동두천,12.4
2020-08-09,동두천,129.1
2020-08-10,동두천,47.1
2020-08-11,동두천,58.7
2020-08-12,동두천,
2020-08-13,동두천,0.2
2020-08-14,동두천,2.1
2020-08-15,동두천,2.2
2020-08-16,동두천,
2020-08-17,동두천,
2020-08-18,동두천,
2020-08-19,동두천,
2020-08-20,동두천,
2020-08-21,동두천,10.2
2020-08-22,동두천,10.2
2020-08-23,동두천,
2020-08-24,동두천,
2020-08-25,동두천,
2020-08-26,동두천,0.0
2020-08-27,동두천,11.1
2020-08-28,동두천,19.4
2020-08-29,동두천,15.2
2020-08-30,동두천,5.3
2020-08-31,동두천,
2020-09-01,동두천,0.0
2020-09-02,동두천,20.7
2020-09-03,동두천,33.9
2020-09-04,동두천,
2020-09-05,동두천,
2020-09-06,동두천,2.6
2020-09-07,동두천,45.0
2020-09-08,동두천,0.0
2020-09-09,동두천,17.3
2020-09-10,동두천,1.9
2020-09-11,동두천,0.9
2020-09-12,동두천,4.4
2020-09-13,동두천,
2020-09-14,동두천,
2020-09-15,동두천,
2020-09-16,동두천,3.7
2020-09-17,동두천,
2020-09-18,동두천,
2020-09-19,동두천,
2020-09-20,동두천,
2020-09-21,동두천,
2020-09-22,동두천,
2020-09-23,동두천,
2020-09-24,동두천,
2020-09-25,동두천,
2020-09-26,동두천,
2020-09-27,동두천,
2020-09-28,동두천,
2020-09-29,동두천,
2020-09-30,동두천,
2020-10-01,동두천,
2020-10-02,동두천,1.4
2020-10-03,동두천,
2020-10-04,동두천,1.5
2020-10-05,동두천,
2020-10-06,동두천,
2020-10-07,동두천,
2020-10-08,동두천,
2020-10-09,동두천,
2020-10-10,동두천,
2020-10-11,동두천,
2020-10-12,동두천,
2020-10-13,동두천,
2020-10-14,동두천,
2020-10-15,동두천,
2020-10-16,동두천,0.0
2020-10-17,동두천,
2020-10-18,동두천,
2020-10-19,동두천,
2020-10-20,동두천,
2020-10-21,동두천,
2020-10-22,동두천,0.0
2020-10-23,동두천,
2020-10-24,동두천,
2020-10-25,동두천,
2020-10-26,동두천,
2020-10-27,동두천,
2020-10-28,동두천,
2020-10-29,동두천,
2020-10-30,동두천,
2020-10-31,동두천,
2020-11-01,동두천,2.0
2020-11-02,동두천,0.0
2020-11-03,동두천,0.0
2020-11-04,동두천,
2020-11-05,동두천,
2020-11-06,동두천,0.0
2020-11-07,동두천,0.0
2020-11-08,동두천,
2020-11-09,동두천,
2020-11-10,동두천,
2020-11-11,동두천,
2020-11-12,동두천,
2020-11-13,동두천,
2020-11-14,동두천,
2020-11-15,동두천,
2020-11-16,동두천,
2020-11-17,동두천,0.0
2020-11-18,동두천,16.7
2020-11-19,동두천,52.5
2020-11-20,동두천,
2020-11-21,동두천,0.2
2020-11-22,동두천,2.5
2020-11-23,동두천,
2020-11-24,동두천,
2020-11-25,동두천,
2020-11-26,동두천,
2020-11-27,동두천,
2020-11-28,동두천,
2020-11-29,동두천,
2020-11-30,동두천,
2020-12-01,동두천,
2020-12-02,동두천,
2020-12-03,동두천,
2020-12-04,동두천,
2020-12-05,동두천,
2020-12-06,동두천,
2020-12-07,동두천,
2020-12-08,동두천,
2020-12-09,동두천,
2020-12-10,동두천,0.0
2020-12-11,동두천,
2020-12-12,동두천,
2020-12-13,동두천,0.0
2020-12-14,동두천,
2020-12-15,동두천,
2020-12-16,동두천,
2020-12-17,동두천,
2020-12-18,동두천,0.2
2020-12-19,동두천,
2020-12-20,동두천,
2020-12-21,동두천,
2020-12-22,동두천,0.1
2020-12-23,동두천,0.0
2020-12-24,동두천,
2020-12-25,동두천,
2020-12-26,동두천,
2020-12-27,동두천,0.0
2020-12-28,동두천,0.3
2020-12-29,동두천,0.0
2020-12-30,동두천,
2020-12-31,동두천,
