tm,stnNm,sumRn
2020-05-22,이천,0.0
2020-05-23,이천,
2020-05-24,이천,9.6
2020-05-25,이천,
2020-05-26,이천,0.0
2020-05-27,이천,
2020-05-28,이천,0.0
2020-05-29,이천,
2020-05-30,이천,
2020-05-31,이천,
2020-06-01,이천,0.6
2020-06-02,이천,0.1
2020-06-03,이천,0.3
2020-06-04,이천,0.0
2020-06-05,이천,0.0
2020-06-06,이천,
2020-06-07,이천,
2020-06-08,이천,
2020-06-09,이천,
2020-06-10,이천,8.8
2020-06-11,이천,0.9
2020-06-12,이천,0.1
2020-06-13,이천,7.9
2020-06-14,이천,2.3
2020-06-15,이천,
2020-06-16,이천,
2020-06-17,이천,
2020-06-18,이천,
2020-06-19,이천,
2020-06-20,이천,
2020-06-21,이천,
2020-06-22,이천,
2020-06-23,이천,
2020-06-24,이천,16.0
2020-06-25,이천,5.9
2020-06-26,이천,1.4
2020-06-27,이천,0.0
2020-06-28,이천,
2020-06-29,이천,21.6
2020-06-30,이천,32.2
2020-07-01,이천,1.8
2020-07-02,이천,
2020-07-03,이천,0.5
2020-07-04,이천,0.7
2020-07-05,이천,
2020-07-06,이천,
2020-07-07,이천,0.0
2020-07-08,이천,
2020-07-09,이천,
2020-07-10,이천,0.3
2020-07-11,이천,
2020-07-12,이천,5.1
2020-07-13,이천,61.0
2020-07-14,이천,18.4
2020-07-15,이천,0.3
2020-07-16,이천,
2020-07-17,이천,3.9
2020-07-18,이천,
2020-07-19,이천,8.8
2020-07-20,이천,2.1
2020-07-21,이천,
2020-07-22,이천,76.1
2020-07-23,이천,86.3
2020-07-24,이천,5.4
2020-07-25,이천,0.1
2020-07-26,이천,
2020-07-27,이천,0.2
2020-07-28,이천,3.3
2020-07-29,이천,76.4
2020-07-30,이천,63.3
2020-07-31,이천,0.0
2020-08-01,이천,28.3
2020-08-02,이천,143.2
2020-08-03,이천,67.2
2020-08-04,이천,4.0
2020-08-05,이천,8.9
2020-08-06,이천,81.7
2020-08-07,이천,2.2
2020-08-08,이천,28.5
2020-08-09,이천,39.4
2020-08-10,이천,22.1
2020-08-11,이천,24.3
2020-08-12,이천,0.0
2020-08-13,이천,
2020-08-14,이천,3.4
2020-08-15,이천,68.5
2020-08-16,이천,
2020-08-17,이천,
2020-08-18,이천,
2020-08-19,이천,
2020-08-20,이천,
2020-08-21,이천,
2020-08-22,이천,10.5
2020-08-23,이천,
2020-08-24,이천,
2020-08-25,이천,
2020-08-26,이천,0.8
2020-08-27,이천,16.6
2020-08-28,이천,25.3
2020-08-29,이천,19.1
2020-08-30,이천,22.7
2020-08-31,이천,
2020-09-01,이천,0.1
2020-09-02,이천,29.6
2020-09-03,이천,49.0
2020-09-04,이천,2.4
2020-09-05,이천,
2020-09-06,이천,18.0
2020-09-07,이천,40.0
2020-09-08,이천,0.2
2020-09-09,이천,23.1
2020-09-10,이천,
2020-09-11,이천,1.5
2020-09-12,이천,16.6
2020-09-13,이천,
2020-09-14,이천,0.0
2020-09-15,이천,
2020-09-16,이천,1.8
2020-09-17,이천,
2020-09-18,이천,
2020-09-19,이천,9.6
2020-09-20,이천,
2020-09-21,이천,
2020-09-22,이천,
2020-09-23,이천,
2020-09-24,이천,
2020-09-25,이천,
2020-09-26,이천,
2020-09-27,이천,
2020-09-28,이천,
2020-09-29,이천,
2020-09-30,이천,
2020-10-01,이천,
2020-10-02,이천,
2020-10-03,이천,7.1
2020-10-04,이천,0.0
2020-10-05,이천,
2020-10-06,이천,
2020-10-07,이천,
2020-10-08,이천,
2020-10-09,이천,
2020-10-10,이천,
2020-10-11,이천,
2020-10-12,이천,
2020-10-13,이천,
2020-10-14,이천,
2020-10-15,이천,
2020-10-16,이천,
2020-10-17,이천,0.0
2020-10-18,이천,
2020-10-19,이천,
2020-10-20,이천,
2020-10-21,이천,
2020-10-22,이천,
2020-10-23,이천,
2020-10-24,이천,
2020-10-25,이천,
2020-10-26,이천,
2020-10-27,이천,
2020-10-28,이천,
2020-10-29,이천,
2020-10-30,이천,
2020-10-31,이천,
2020-11-01,이천,1.2
2020-11-02,이천,0.0
2020-11-03,이천,1.1
2020-11-04,이천,
2020-11-05,이천,
2020-11-06,이천,
2020-11-07,이천,
2020-11-08,이천,
2020-11-09,이천,0.0
2020-11-10,이천,
2020-11-11,이천,
2020-11-12,이천,
2020-11-13,이천,
2020-11-14,이천,
2020-11-15,이천,
2020-11-16,이천,
2020-11-17,이천,0.0
2020-11-18,이천,4.4
2020-11-19,이천,30.2
2020-11-20,이천,0.0
2020-11-21,이천,0.0
2020-11-22,이천,2.7
2020-11-23,이천,
2020-11-24,이천,
2020-11-25,이천,
2020-11-26,이천,
2020-11-27,이천,
2020-11-28,이천,
2020-11-29,이천,
2020-11-30,이천,
2020-12-01,이천,
2020-12-02,이천,
2020-12-03,이천,
2020-12-04,이천,
2020-12-05,이천,
2020-12-06,이천,
2020-12-07,이천,
2020-12-08,이천,
2020-12-09,이천,
2020-12-10,이천,
2020-12-11,이천,
2020-12-12,이천,
2020-12-13,이천,3.7
2020-12-14,이천,
2020-12-15,이천,
2020-12-16,이천,
2020-12-17,이천,
2020-12-18,이천,0.6
2020-12-19,이천,
2020-12-20,이천,
2020-12-21,이천,
2020-12-22,이천,0.2
2020-12-23,이천,0.0
2020-12-24,이천,0.2
2020-12-25,이천,
2020-12-26,이천,
2020-12-27,이천,
2020-12-28,이천,
2020-12-29,이천,0.6
2020-12-30,이천,
2020-12-31,이천,
