tm,stnNm,sumRn
2020-04-19,양평,11.5
2020-04-20,양평,0.2
2020-04-21,양평,0.6
2020-04-22,양평,0.0
2020-04-23,양평,
2020-04-24,양평,
2020-04-25,양평,
2020-04-26,양평,
2020-04-27,양평,0.0
2020-04-28,양평,
2020-04-29,양평,
2020-04-30,양평,
2020-05-01,양평,0.0
2020-05-02,양평,0.1
2020-05-03,양평,0.1
2020-05-04,양평,
2020-05-05,양평,0.1
2020-05-06,양평,
2020-05-07,양평,
2020-05-08,양평,1.4
2020-05-09,양평,28.8
2020-05-10,양평,1.3
2020-05-11,양평,0.1
2020-05-12,양평,3.0
2020-05-13,양평,
2020-05-14,양평,
2020-05-15,양평,15.1
2020-05-16,양평,0.3
2020-05-17,양평,
2020-05-18,양평,40.8
2020-05-19,양평,5.3
2020-05-20,양평,
2020-05-21,양평,
2020-05-22,양평,0.0
2020-05-23,양평,
2020-05-24,양평,6.4
2020-05-25,양평,
2020-05-26,양평,0.0
2020-05-27,양평,
2020-05-28,양평,0.0
2020-05-29,양평,
2020-05-30,양평,
2020-05-31,양평,
2020-06-01,양평,0.8
2020-06-02,양평,0.0
2020-06-03,양평,
2020-06-04,양평,
2020-06-05,양평,
2020-06-06,양평,
2020-06-07,양평,
2020-06-08,양평,
2020-06-09,양평,
2020-06-10,양평,11.4
2020-06-11,양평,0.2
2020-06-12,양평,
2020-06-13,양평,2.0
2020-06-14,양평,4.4
2020-06-15,양평,
2020-06-16,양평,
2020-06-17,양평,
2020-06-18,양평,
2020-06-19,양평,0.0
2020-06-20,양평,
2020-06-21,양평,
2020-06-22,양평,
2020-06-23,양평,
2020-06-24,양평,29.0
2020-06-25,양평,5.4
2020-06-26,양평,0.8
2020-06-27,양평,0.0
2020-06-28,양평,
2020-06-29,양평,8.4
2020-06-30,양평,39.7
2020-07-01,양평,0.0
2020-07-02,양평,
2020-07-03,양평,0.0
2020-07-04,양평,0.5
2020-07-05,양평,
2020-07-06,양평,
2020-07-07,양평,
2020-07-08,양평,
2020-07-09,양평,
2020-07-10,양평,0.1
2020-07-11,양평,
2020-07-12,양평,4.1
2020-07-13,양평,32.2
2020-07-14,양평,9.7
2020-07-15,양평,1.7
2020-07-16,양평,
2020-07-17,양평,2.2
2020-07-18,양평,
2020-07-19,양평,13.2
2020-07-20,양평,1.6
2020-07-21,양평,0.1
2020-07-22,양평,9.0
2020-07-23,양평,73.7
2020-07-24,양평,0.5
2020-07-25,양평,
2020-07-26,양평,0.0
2020-07-27,양평,1.1
2020-07-28,양평,1.7
2020-07-29,양평,25.5
2020-07-30,양평,1.7
2020-07-31,양평,5.3
2020-08-01,양평,50.4
2020-08-02,양평,46.1
2020-08-03,양평,53.1
2020-08-04,양평,17.4
2020-08-05,양평,26.7
2020-08-06,양평,116.1
2020-08-07,양평,0.0
2020-08-08,양평,8.5
2020-08-09,양평,99.4
2020-08-10,양평,9.9
2020-08-11,양평,45.7
2020-08-12,양평,
2020-08-13,양평,0.0
2020-08-14,양평,0.1
2020-08-15,양평,81.1
2020-08-16,양평,
2020-08-17,양평,
2020-08-18,양평,
2020-08-19,양평,
2020-08-20,양평,
2020-08-21,양평,0.0
2020-08-22,양평,23.6
2020-08-23,양평,
2020-08-24,양평,
2020-08-25,양평,
2020-08-26,양평,0.1
2020-08-27,양평,4.4
2020-08-28,양평,11.0
2020-08-29,양평,18.4
2020-08-30,양평,12.0
2020-08-31,양평,0.1
2020-09-01,양평,0.0
2020-09-02,양평,29.1
2020-09-03,양평,37.1
2020-09-04,양평,0.0
2020-09-05,양평,
2020-09-06,양평,11.7
2020-09-07,양평,26.8
2020-09-08,양평,0.3
2020-09-09,양평,14.6
2020-09-10,양평,0.0
2020-09-11,양평,0.9
2020-09-12,양평,10.6
2020-09-13,양평,
2020-09-14,양평,
2020-09-15,양평,
2020-09-16,양평,7.9
2020-09-17,양평,
2020-09-18,양평,
2020-09-19,양평,0.4
2020-09-20,양평,
2020-09-21,양평,
2020-09-22,양평,
2020-09-23,양평,
2020-09-24,양평,
2020-09-25,양평,
2020-09-26,양평,
2020-09-27,양평,
2020-09-28,양평,
2020-09-29,양평,
2020-09-30,양평,
2020-10-01,양평,
2020-10-02,양평,0.0
2020-10-03,양평,4.1
2020-10-04,양평,0.1
2020-10-05,양평,
2020-10-06,양평,
2020-10-07,양평,
2020-10-08,양평,
2020-10-09,양평,
2020-10-10,양평,
2020-10-11,양평,
2020-10-12,양평,
2020-10-13,양평,
2020-10-14,양평,
2020-10-15,양평,
2020-10-16,양평,
2020-10-17,양평,
2020-10-18,양평,
2020-10-19,양평,
2020-10-20,양평,
2020-10-21,양평,
2020-10-22,양평,
2020-10-23,양평,
2020-10-24,양평,
2020-10-25,양평,
2020-10-26,양평,
2020-10-27,양평,
2020-10-28,양평,
2020-10-29,양평,
2020-10-30,양평,
2020-10-31,양평,
2020-11-01,양평,6.6
2020-11-02,양평,0.1
2020-11-03,양평,0.9
2020-11-04,양평,
2020-11-05,양평,
2020-11-06,양평,
2020-11-07,양평,0.0
2020-11-08,양평,
2020-11-09,양평,
2020-11-10,양평,
2020-11-11,양평,
2020-11-12,양평,
2020-11-13,양평,
2020-11-14,양평,
2020-11-15,양평,
2020-11-16,양평,
2020-11-17,양평,0.0
2020-11-18,양평,6.3
2020-11-19,양평,40.1
2020-11-20,양평,0.0
2020-11-21,양평,0.0
2020-11-22,양평,4.0
2020-11-23,양평,
2020-11-24,양평,
2020-11-25,양평,
2020-11-26,양평,
2020-11-27,양평,
2020-11-28,양평,
2020-11-29,양평,
2020-11-30,양평,
2020-12-01,양평,
2020-12-02,양평,
2020-12-03,양평,
2020-12-04,양평,
2020-12-05,양평,
2020-12-06,양평,
2020-12-07,양평,
2020-12-08,양평,
2020-12-09,양평,
2020-12-10,양평,
2020-12-11,양평,
2020-12-12,양평,
2020-12-13,양평,3.5
2020-12-14,양평,
2020-12-15,양평,
2020-12-16,양평,
2020-12-17,양평,
2020-12-18,양평,0.1
2020-12-19,양평,
2020-12-20,양평,
2020-12-21,양평,
2020-12-22,양평,
2020-12-23,양평,0.0
2020-12-24,양평,0.0
2020-12-25,양평,
2020-12-26,양평,
2020-12-27,양평,0.0
2020-12-28,양평,0.8
2020-12-29,양평,0.2
2020-12-30,양평,
2020-12-31,양평,
