tm,stnNm,sumRn
2016-12-05,颇林,0.0
2016-12-06,颇林,
2016-12-07,颇林,0.0
2016-12-08,颇林,9.2
2016-12-09,颇林,3.6
2016-12-10,颇林,
2016-12-11,颇林,
2016-12-12,颇林,
2016-12-13,颇林,
2016-12-14,颇林,
2016-12-15,颇林,
2016-12-16,颇林,
2016-12-17,颇林,
2016-12-18,颇林,
2016-12-19,颇林,0.5
2016-12-20,颇林,
2016-12-21,颇林,21.1
2016-12-22,颇林,27.4
2016-12-23,颇林,0.1
2016-12-24,颇林,
2016-12-25,颇林,
2016-12-26,颇林,
2016-12-27,颇林,
2016-12-28,颇林,
2016-12-29,颇林,0.2
2016-12-30,颇林,
2016-12-31,颇林,
