tm,stnNm,sumRn
2016-04-16,수원,29.6
2016-04-17,수원,17.7
2016-04-18,수원,3.2
2016-04-19,수원,
2016-04-20,수원,0.4
2016-04-21,수원,12.1
2016-04-22,수원,
2016-04-23,수원,
2016-04-24,수원,
2016-04-25,수원,
2016-04-26,수원,
2016-04-27,수원,
2016-04-28,수원,
2016-04-29,수원,
2016-04-30,수원,
2016-05-01,수원,
2016-05-02,수원,21.3
2016-05-03,수원,38.1
2016-05-04,수원,
2016-05-05,수원,3.1
2016-05-06,수원,1.1
2016-05-07,수원,
2016-05-08,수원,
2016-05-09,수원,
2016-05-10,수원,16.2
2016-05-11,수원,
2016-05-12,수원,
2016-05-13,수원,0.0
2016-05-14,수원,
2016-05-15,수원,39.8
2016-05-16,수원,2.7
2016-05-17,수원,
2016-05-18,수원,
2016-05-19,수원,
2016-05-20,수원,
2016-05-21,수원,
2016-05-22,수원,
2016-05-23,수원,
2016-05-24,수원,34.1
2016-05-25,수원,
2016-05-26,수원,
2016-05-27,수원,
2016-05-28,수원,
2016-05-29,수원,
2016-05-30,수원,
2016-05-31,수원,
2016-06-01,수원,
2016-06-02,수원,
2016-06-03,수원,
2016-06-04,수원,0.2
2016-06-05,수원,
2016-06-06,수원,
2016-06-07,수원,
2016-06-08,수원,
2016-06-09,수원,
2016-06-10,수원,
2016-06-11,수원,1.1
2016-06-12,수원,0.4
2016-06-13,수원,
2016-06-14,수원,
2016-06-15,수원,27.6
2016-06-16,수원,
2016-06-17,수원,
2016-06-18,수원,
2016-06-19,수원,
2016-06-20,수원,
2016-06-21,수원,
2016-06-22,수원,0.8
2016-06-23,수원,0.7
2016-06-24,수원,6.4
2016-06-25,수원,
2016-06-26,수원,
2016-06-27,수원,
2016-06-28,수원,
2016-06-29,수원,
2016-06-30,수원,0.2
2016-07-01,수원,104.2
2016-07-02,수원,2.5
2016-07-03,수원,
2016-07-04,수원,43.7
2016-07-05,수원,37.2
2016-07-06,수원,0.8
2016-07-07,수원,0.0
2016-07-08,수원,
2016-07-09,수원,
2016-07-10,수원,
2016-07-11,수원,0.2
2016-07-12,수원,5.5
2016-07-13,수원,
2016-07-14,수원,0.2
2016-07-15,수원,1.6
2016-07-16,수원,49.2
2016-07-17,수원,3.4
2016-07-18,수원,
2016-07-19,수원,
2016-07-20,수원,
2016-07-21,수원,
2016-07-22,수원,
2016-07-23,수원,0.1
2016-07-24,수원,0.0
2016-07-25,수원,
2016-07-26,수원,
2016-07-27,수원,0.3
2016-07-28,수원,4.9
2016-07-29,수원,57.5
2016-07-30,수원,6.4
2016-07-31,수원,
2016-08-01,수원,
2016-08-02,수원,0.0
2016-08-03,수원,
2016-08-04,수원,
2016-08-05,수원,
2016-08-06,수원,
2016-08-07,수원,
2016-08-08,수원,
2016-08-09,수원,
2016-08-10,수원,
2016-08-11,수원,
2016-08-12,수원,
2016-08-13,수원,
2016-08-14,수원,
2016-08-15,수원,0.0
2016-08-16,수원,0.0
2016-08-17,수원,0.3
2016-08-18,수원,
2016-08-19,수원,
2016-08-20,수원,
2016-08-21,수원,
2016-08-22,수원,0.0
2016-08-23,수원,0.3
2016-08-24,수원,0.0
2016-08-25,수원,0.0
2016-08-26,수원,17.0
2016-08-27,수원,
2016-08-28,수원,0.3
2016-08-29,수원,
2016-08-30,수원,
2016-08-31,수원,55.1
2016-09-01,수원,
2016-09-02,수원,0.8
2016-09-03,수원,0.0
2016-09-04,수원,
2016-09-05,수원,
2016-09-06,수원,
2016-09-07,수원,
2016-09-08,수원,29.1
2016-09-09,수원,0.0
2016-09-10,수원,
2016-09-11,수원,
2016-09-12,수원,
2016-09-13,수원,
2016-09-14,수원,0.0
2016-09-15,수원,
2016-09-16,수원,0.0
2016-09-17,수원,26.6
2016-09-18,수원,
2016-09-19,수원,0.0
2016-09-20,수원,
2016-09-21,수원,
2016-09-22,수원,
2016-09-23,수원,
2016-09-24,수원,
2016-09-25,수원,
2016-09-26,수원,0.0
2016-09-27,수원,11.3
2016-09-28,수원,0.0
2016-09-29,수원,
2016-09-30,수원,
2016-10-01,수원,
2016-10-02,수원,16.7
2016-10-03,수원,3.3
2016-10-04,수원,
2016-10-05,수원,3.0
2016-10-06,수원,
2016-10-07,수원,18.0
2016-10-08,수원,20.5
2016-10-09,수원,
2016-10-10,수원,
2016-10-11,수원,
2016-10-12,수원,
2016-10-13,수원,
2016-10-14,수원,
2016-10-15,수원,
2016-10-16,수원,2.1
2016-10-17,수원,0.0
2016-10-18,수원,
2016-10-19,수원,
2016-10-20,수원,
2016-10-21,수원,0.0
2016-10-22,수원,
2016-10-23,수원,3.5
2016-10-24,수원,
2016-10-25,수원,30.7
2016-10-26,수원,
2016-10-27,수원,
2016-10-28,수원,1.3
2016-10-29,수원,
2016-10-30,수원,
2016-10-31,수원,0.0
2016-11-01,수원,
2016-11-02,수원,0.7
2016-11-03,수원,0.4
2016-11-04,수원,
2016-11-05,수원,
2016-11-06,수원,
2016-11-07,수원,2.9
2016-11-08,수원,0.3
2016-11-09,수원,
2016-11-10,수원,0.3
2016-11-11,수원,3.1
2016-11-12,수원,
2016-11-13,수원,0.8
2016-11-14,수원,3.0
2016-11-15,수원,
2016-11-16,수원,
2016-11-17,수원,
2016-11-18,수원,1.3
2016-11-19,수원,0.1
2016-11-20,수원,
2016-11-21,수원,
2016-11-22,수원,0.6
2016-11-23,수원,
2016-11-24,수원,
2016-11-25,수원,
2016-11-26,수원,1.9
2016-11-27,수원,0.5
2016-11-28,수원,
2016-11-29,수원,
2016-11-30,수원,1.5
2016-12-01,수원,
2016-12-02,수원,
2016-12-03,수원,
2016-12-04,수원,0.0
2016-12-05,수원,0.5
2016-12-06,수원,
2016-12-07,수원,0.0
2016-12-08,수원,3.8
2016-12-09,수원,1.1
2016-12-10,수원,
2016-12-11,수원,
2016-12-12,수원,
2016-12-13,수원,
2016-12-14,수원,0.0
2016-12-15,수원,
2016-12-16,수원,
2016-12-17,수원,
2016-12-18,수원,
2016-12-19,수원,1.5
2016-12-20,수원,
2016-12-21,수원,32.6
2016-12-22,수원,21.5
2016-12-23,수원,1.1
2016-12-24,수원,
2016-12-25,수원,
2016-12-26,수원,0.1
2016-12-27,수원,0.2
2016-12-28,수원,
2016-12-29,수원,1.0
2016-12-30,수원,
2016-12-31,수원,
