tm,stnNm,sumRn
2016-07-14,양평,1.0
2016-07-15,양평,
2016-07-16,양평,54.5
2016-07-17,양평,4.5
2016-07-18,양평,
2016-07-19,양평,
2016-07-20,양평,
2016-07-21,양평,
2016-07-22,양평,
2016-07-23,양평,
2016-07-24,양평,
2016-07-25,양평,0.5
2016-07-26,양평,
2016-07-27,양평,
2016-07-28,양평,
2016-07-29,양평,26.0
2016-07-30,양평,
2016-07-31,양평,15.5
2016-08-01,양평,0.5
2016-08-02,양평,18.0
2016-08-03,양평,
2016-08-04,양평,
2016-08-05,양평,
2016-08-06,양평,
2016-08-07,양평,
2016-08-08,양평,
2016-08-09,양평,
2016-08-10,양평,
2016-08-11,양평,
2016-08-12,양평,
2016-08-13,양평,
2016-08-14,양평,0.0
2016-08-15,양평,
2016-08-16,양평,
2016-08-17,양평,
2016-08-18,양평,
2016-08-19,양평,
2016-08-20,양평,
2016-08-21,양평,
2016-08-22,양평,
2016-08-23,양평,
2016-08-24,양평,0.0
2016-08-25,양평,2.0
2016-08-26,양평,28.5
2016-08-27,양평,
2016-08-28,양평,17.0
2016-08-29,양평,0.0
2016-08-30,양평,
2016-08-31,양평,15.5
2016-09-01,양평,
2016-09-02,양평,13.5
2016-09-03,양평,1.5
2016-09-04,양평,
2016-09-05,양평,
2016-09-06,양평,
2016-09-07,양평,
2016-09-08,양평,5.0
2016-09-09,양평,
2016-09-10,양평,
2016-09-11,양평,
2016-09-12,양평,
2016-09-13,양평,
2016-09-14,양평,
2016-09-15,양평,
2016-09-16,양평,
2016-09-17,양평,15.5
2016-09-18,양평,
2016-09-19,양평,
2016-09-20,양평,
2016-09-21,양평,
2016-09-22,양평,
2016-09-23,양평,
2016-09-24,양평,
2016-09-25,양평,
2016-09-26,양평,
2016-09-27,양평,6.5
2016-09-28,양평,
2016-09-29,양평,
2016-09-30,양평,
2016-10-01,양평,
2016-10-02,양평,12.0
2016-10-03,양평,3.5
2016-10-04,양평,
2016-10-05,양평,7.5
2016-10-06,양평,
2016-10-07,양평,4.9
2016-10-08,양평,5.5
2016-10-09,양평,
2016-10-10,양평,
2016-10-11,양평,
2016-10-12,양평,
2016-10-13,양평,
2016-10-14,양평,
2016-10-15,양평,
2016-10-16,양평,2.0
2016-10-17,양평,
2016-10-18,양평,
2016-10-19,양평,
2016-10-20,양평,
2016-10-21,양평,
2016-10-22,양평,
2016-10-23,양평,1.5
2016-10-24,양평,
2016-10-25,양평,35.5
2016-10-26,양평,
2016-10-27,양평,
2016-10-28,양평,0.5
2016-10-29,양평,
2016-10-30,양평,
2016-10-31,양평,
2016-11-01,양평,
2016-11-02,양평,
2016-11-03,양평,0.2
2016-11-04,양평,
2016-11-05,양평,
2016-11-06,양평,
2016-11-07,양평,4.5
2016-11-08,양평,0.2
2016-11-09,양평,
2016-11-10,양평,3.5
2016-11-11,양평,2.5
2016-11-12,양평,
2016-11-13,양평,
2016-11-14,양평,1.5
2016-11-15,양평,
2016-11-16,양평,
2016-11-17,양평,
2016-11-18,양평,0.1
2016-11-19,양평,
2016-11-20,양평,
2016-11-21,양평,
2016-11-22,양평,0.5
2016-11-23,양평,
2016-11-24,양평,
2016-11-25,양평,
2016-11-26,양평,0.5
2016-11-27,양평,
2016-11-28,양평,
2016-11-29,양평,
2016-11-30,양평,0.5
2016-12-01,양평,
2016-12-02,양평,
2016-12-03,양평,
2016-12-04,양평,
2016-12-05,양평,1.5
2016-12-06,양평,
2016-12-07,양평,0.1
2016-12-08,양평,1.0
2016-12-09,양평,0.5
2016-12-10,양평,
2016-12-11,양평,
2016-12-12,양평,
2016-12-13,양평,
2016-12-14,양평,4.0
2016-12-15,양평,
2016-12-16,양평,
2016-12-17,양평,
2016-12-18,양평,
2016-12-19,양평,0.1
2016-12-20,양평,
2016-12-21,양평,30.0
2016-12-22,양평,19.0
2016-12-23,양평,0.1
2016-12-24,양평,
2016-12-25,양평,
2016-12-26,양평,0.5
2016-12-27,양평,0.2
2016-12-28,양평,
2016-12-29,양평,0.0
2016-12-30,양평,
2016-12-31,양평,
